N_life,poolcnt,regionidcounty,propertylandusetypeid,airconditioningtypeid,N_ValueRatio,fireplacecnt,regionidcity_fill,propertycountylandusecode_fill,longitude,heatingorsystemtypeid,regionidneighborhood_fill,basementsqft,max_temp,fips,lotsizesquarefeet,threequarterbathnbr,roomcnt,garagecarcnt,structuretaxvaluedollarcnt,year,assessmentyear,regionidzip_fill,garagetotalsqft,taxdelinquencyflag,bathroomcnt,bedroomcnt,calculatedbathnbr,calculatedfinishedsquarefeet,finishedsquarefeet12
1.0,-0.06323487360414627,0.2975616573065949,-0.49224899840792824,0.2807982838782338,-0.168386106316218,-0.11264002109338198,-0.10745781773116472,-0.3832631073659721,-0.1119043887236598,0.0033953749959327786,-0.03528867949592157,0.005013498685545886,-0.050611167099344156,-0.301187679436777,0.008217913762143704,-0.29714835503275205,-0.059745817154940754,-0.316963079318908,-0.48686661674457477,-0.001415779506939794,-0.0018781209622384424,-0.382492006805843,-0.1751891774787115,0.06570534602043586,-0.44454688879548937,-0.05924272195546448,-0.44544587440979855,-0.2300042495353737,-0.2707848299939341
-0.06323487360414627,1.0,0.07141176065342472,0.05890827741132094,-0.1820892639986301,0.08477514149458928,0.026113406501049756,-0.06261711559788187,0.07885602431137974,-0.09876860825489497,-0.19073105619413913,-0.06616855495090866,0.0025958102608374537,0.04242683443770459,-0.07698968409296306,0.3672113330896527,-0.02373879175484355,0.016237875237210462,-0.03640268389974888,0.21103639478315706,0.012566070180855267,0.012682338868777258,-0.02670902528661481,0.05532705674805287,-0.008752942190522913,0.18847134612032332,0.11072629790478869,0.18290573102826452,0.1810087473461864,0.19949741323844158
0.2975616573065949,0.07141176065342472,1.0,-0.055081614235307795,-0.3011340259481512,-0.39102684992496545,-0.38340106633635707,-0.1812017872749746,-0.8511221122930472,-0.5025653068493301,-0.7668135327601734,-0.2399660083704892,-0.018573621024415,0.11124214156312388,-0.9359642655263093,0.3789101327083493,-0.5283775141499504,-0.679024196806373,-0.9187848302792492,-0.023705102764895854,0.005624413088714608,0.005332005121220253,-0.602345435931862,-0.7216079873817182,0.07429036887278918,-0.05777719498253783,-0.03785113634424735,-0.07023734515825059,-0.08260583431599032,-0.10587312952969234
-0.49224899840792824,0.05890827741132094,-0.055081614235307795,1.0,-0.2336354360245481,0.11684821782021869,-0.09433968091143793,0.0887414166603376,0.26163304340917265,-0.021425792340864662,-0.19163371487627642,0.05645586045662187,-0.008896948252185531,-0.0002607464901255964,0.04920536625545943,0.01738684667398971,0.06340827869619245,-0.11727335303068918,0.011097969739742301,0.06822673001128948,-0.0032891397576590665,-0.0028866526028276736,0.030083058026974717,-0.2714365373506119,-0.04095490011815996,-0.013585872840241323,-0.43883385465298586,-0.025162875204340667,-0.33206288339219936,-0.3049012265028785
0.2807982838782338,-0.1820892639986301,-0.3011340259481512,-0.2336354360245481,1.0,0.04523288621288984,0.13652346919791114,0.07795170323458843,0.17746146487912282,0.127082678925623,0.5242282948048502,0.13513412126182675,0.010943375050142824,-0.3954491887065169,0.3160438479941769,-0.2946161259516537,0.16791658491263006,0.1890042765660179,0.2901891240787093,-0.22285350000924592,-0.3363987050795708,-0.3362452401165835,0.033105626632949664,0.21789144946522207,-0.012964301065876708,-0.21499273620151968,-0.016958792007633994,-0.20884753702575332,-0.09986000444092226,-0.11662273472755869
-0.168386106316218,0.08477514149458928,-0.39102684992496545,0.11684821782021869,0.04523288621288984,1.0,0.28375914187930873,0.0772189731948828,0.40192193085674344,0.06524966296102122,0.2680269543345078,0.147606450543719,0.02754832199635371,-0.04809102354182445,0.4242795208125054,-0.08110027799656747,0.23384654846249148,0.33768323025518954,0.40244958133840286,0.3443654682897197,0.11631032857937129,0.11644067972247946,0.15114175692965698,0.33381533389904006,-0.06608570056999127,0.15255265718774083,0.015059266448163824,0.15478372729465226,0.14127445914194384,0.16296965050370524
-0.11264002109338198,0.026113406501049756,-0.38340106633635707,-0.09433968091143793,0.13652346919791114,0.28375914187930873,1.0,0.09304299602057796,0.3385776830561569,-0.1349154260549786,0.37202301969135965,0.02945838258123422,0.05701122684958361,-0.1728994806917321,0.5442390633902962,-0.027553614521859813,0.23950346905906297,0.6417377779180531,0.5092821350298697,0.10344812707181299,0.0006662967818627712,0.0008065110589391603,0.3104822119732208,0.5229822814254789,-0.03946836682592838,0.09148862480646454,0.15011111569179714,0.08927700434180602,0.16242162405824542,0.1794500630180537
-0.10745781773116472,-0.06261711559788187,-0.1812017872749746,0.0887414166603376,0.07795170323458843,0.0772189731948828,0.09304299602057796,1.0,0.15823821730726523,0.13803717591774636,0.14500598949910876,0.1249602338736985,0.0088867826926483,-0.003563200403661707,0.19129213523532942,-0.0892248649974889,0.11546903358637753,0.12458189848385952,0.16814717869909998,0.03196636306315965,-0.007429319483044075,-0.007430589434748532,0.13047295800942144,0.10449129657568912,-0.028835764196817205,0.007384640692792825,-0.01559382823964359,0.011964290897262723,-0.014412706739440053,-0.006855848500661483
-0.3832631073659721,0.07885602431137974,-0.8511221122930472,0.26163304340917265,0.17746146487912282,0.40192193085674344,0.3385776830561569,0.15823821730726523,1.0,0.36121357484657696,0.6605975801366075,0.20569505964993742,0.01688524162750287,-0.13049681378013495,0.8095504051901472,-0.22194870653130114,0.438095807686702,0.593021176874072,0.7783753602421924,0.08508119574137736,-0.03909710885054292,-0.03889597789221656,0.4733331958765647,0.5808557349664576,-0.07618439478515071,0.1320091405424202,-0.04078609293076826,0.1529843436567899,0.052339112184879105,0.030617029758415924
-0.1119043887236598,-0.09876860825489497,-0.5025653068493301,-0.021425792340864662,0.127082678925623,0.06524966296102122,-0.1349154260549786,0.13803717591774636,0.36121357484657696,1.0,0.30944841547074514,0.45995566160777224,-0.037932060917520286,0.21964177144016936,0.25824799039761087,-0.25742839035436016,0.24186313470710172,0.08394474051847038,0.3501700264067904,-0.11157908654563434,-0.007961662671228895,-0.007897627054529323,0.3289174894121578,0.26266372268683985,-0.02058211619639589,-0.017781849700140687,0.005313750655348168,-0.019120105737554745,-0.014598644472317535,-0.0076040852283841345
